<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
LKOH,D,20160929,000000,3082.0000000
LKOH,D,20160930,000000,3068.0000000
LKOH,D,20161003,000000,3075.0000000
LKOH,D,20161004,000000,3077.0000000
LKOH,D,20161005,000000,3076.0000000
LKOH,D,20161006,000000,3070.0000000
LKOH,D,20161007,000000,3050.0000000
LKOH,D,20161010,000000,3077.5000000
LKOH,D,20161011,000000,3104.0000000
LKOH,D,20161012,000000,3117.5000000
LKOH,D,20161013,000000,3084.5000000
LKOH,D,20161014,000000,3064.0000000
LKOH,D,20161017,000000,3030.0000000
LKOH,D,20161018,000000,3050.0000000
LKOH,D,20161019,000000,3048.0000000
LKOH,D,20161020,000000,3037.5000000
LKOH,D,20161021,000000,3071.0000000
LKOH,D,20161024,000000,3094.5000000
LKOH,D,20161025,000000,3098.0000000
LKOH,D,20161026,000000,3081.5000000
LKOH,D,20161027,000000,3099.0000000
LKOH,D,20161028,000000,3104.0000000
LKOH,D,20161031,000000,3100.0000000
LKOH,D,20161101,000000,3106.0000000
LKOH,D,20161102,000000,2983.0000000
LKOH,D,20161103,000000,2984.0000000
LKOH,D,20161107,000000,2991.0000000
LKOH,D,20161108,000000,3030.0000000
LKOH,D,20161109,000000,3058.5000000
LKOH,D,20161110,000000,3145.0000000
LKOH,D,20161111,000000,3092.0000000
LKOH,D,20161114,000000,3064.0000000
LKOH,D,20161115,000000,3043.0000000
LKOH,D,20161116,000000,3063.0000000
LKOH,D,20161117,000000,3105.0000000
LKOH,D,20161118,000000,3084.5000000
LKOH,D,20161121,000000,3127.0000000
LKOH,D,20161122,000000,3112.0000000
LKOH,D,20161123,000000,3175.0000000
LKOH,D,20161124,000000,3176.5000000
LKOH,D,20161125,000000,3154.5000000
LKOH,D,20161128,000000,3145.5000000
LKOH,D,20161129,000000,3147.0000000
LKOH,D,20161130,000000,3188.0000000
LKOH,D,20161201,000000,3210.0000000
LKOH,D,20161202,000000,3286.0000000
LKOH,D,20161205,000000,3300.0000000
LKOH,D,20161206,000000,3267.5000000
LKOH,D,20161207,000000,3287.0000000
LKOH,D,20161208,000000,3359.5000000
LKOH,D,20161209,000000,3371.0000000
LKOH,D,20161212,000000,3375.0000000
LKOH,D,20161213,000000,3328.5000000
LKOH,D,20161214,000000,3352.0000000
LKOH,D,20161215,000000,3383.5000000
LKOH,D,20161216,000000,3352.0000000
LKOH,D,20161219,000000,3350.5000000
LKOH,D,20161220,000000,3415.0000000
LKOH,D,20161221,000000,3439.0000000
LKOH,D,20161222,000000,3368.0000000
LKOH,D,20161223,000000,3396.0000000
LKOH,D,20161226,000000,3418.0000000
LKOH,D,20161227,000000,3428.5000000
LKOH,D,20161228,000000,3344.0000000
LKOH,D,20161229,000000,3424.5000000
LKOH,D,20161230,000000,3449.0000000
LKOH,D,20170103,000000,3575.0000000
LKOH,D,20170104,000000,3479.5000000
LKOH,D,20170105,000000,3379.0000000
LKOH,D,20170106,000000,3365.0000000
LKOH,D,20170109,000000,3384.5000000
LKOH,D,20170110,000000,3399.0000000
LKOH,D,20170111,000000,3394.5000000
LKOH,D,20170112,000000,3300.0000000
LKOH,D,20170113,000000,3290.0000000
LKOH,D,20170116,000000,3240.0000000
LKOH,D,20170117,000000,3233.0000000
LKOH,D,20170118,000000,3224.0000000
LKOH,D,20170119,000000,3195.0000000
LKOH,D,20170120,000000,3180.0000000
LKOH,D,20170123,000000,3176.5000000
LKOH,D,20170124,000000,3190.0000000
LKOH,D,20170125,000000,3215.0000000
LKOH,D,20170126,000000,3376.5000000
LKOH,D,20170127,000000,3486.0000000
LKOH,D,20170130,000000,3408.0000000
LKOH,D,20170131,000000,3370.0000000
LKOH,D,20170201,000000,3375.0000000
LKOH,D,20170202,000000,3364.5000000
LKOH,D,20170203,000000,3370.5000000
LKOH,D,20170206,000000,3338.0000000
LKOH,D,20170207,000000,3379.0000000
LKOH,D,20170208,000000,3299.0000000
LKOH,D,20170209,000000,3266.5000000
LKOH,D,20170210,000000,3245.5000000
LKOH,D,20170213,000000,3279.0000000
LKOH,D,20170214,000000,3250.0000000
LKOH,D,20170215,000000,3211.0000000
LKOH,D,20170216,000000,3232.0000000
LKOH,D,20170217,000000,3198.5000000
LKOH,D,20170220,000000,3180.0000000
LKOH,D,20170221,000000,3199.5000000
LKOH,D,20170222,000000,3175.5000000
LKOH,D,20170224,000000,3184.0000000
LKOH,D,20170227,000000,3135.0000000
LKOH,D,20170228,000000,3086.0000000
LKOH,D,20170301,000000,3120.0000000
LKOH,D,20170302,000000,3086.0000000
LKOH,D,20170303,000000,3085.0000000
LKOH,D,20170306,000000,3078.5000000
LKOH,D,20170307,000000,3070.0000000
LKOH,D,20170309,000000,2970.0000000
LKOH,D,20170310,000000,3028.0000000
LKOH,D,20170313,000000,3051.0000000
LKOH,D,20170314,000000,3080.0000000
LKOH,D,20170315,000000,3088.0000000
LKOH,D,20170316,000000,3095.0000000
LKOH,D,20170317,000000,3130.0000000
LKOH,D,20170320,000000,3092.5000000
LKOH,D,20170321,000000,3101.0000000
LKOH,D,20170322,000000,3120.5000000
LKOH,D,20170323,000000,3066.0000000
LKOH,D,20170324,000000,3017.5000000
LKOH,D,20170327,000000,3003.0000000
LKOH,D,20170328,000000,3055.0000000
LKOH,D,20170329,000000,3061.0000000
LKOH,D,20170330,000000,2982.0000000
LKOH,D,20170331,000000,2981.0000000
LKOH,D,20170403,000000,3026.5000000
LKOH,D,20170404,000000,3050.0000000
LKOH,D,20170405,000000,3057.0000000
LKOH,D,20170406,000000,3057.5000000
LKOH,D,20170407,000000,2991.0000000
LKOH,D,20170410,000000,2956.0000000
LKOH,D,20170411,000000,2968.0000000
LKOH,D,20170412,000000,2949.5000000
LKOH,D,20170413,000000,2910.0000000
LKOH,D,20170414,000000,2864.5000000
LKOH,D,20170417,000000,2880.0000000
LKOH,D,20170418,000000,2828.5000000
LKOH,D,20170419,000000,2859.0000000
LKOH,D,20170420,000000,2858.0000000
LKOH,D,20170421,000000,2850.0000000
LKOH,D,20170424,000000,2919.0000000
LKOH,D,20170425,000000,2957.0000000
LKOH,D,20170426,000000,2970.0000000
LKOH,D,20170427,000000,2885.0000000
LKOH,D,20170428,000000,2818.0000000
LKOH,D,20170502,000000,2864.0000000
LKOH,D,20170503,000000,2770.0000000
LKOH,D,20170504,000000,2780.0000000
LKOH,D,20170505,000000,2811.5000000
LKOH,D,20170510,000000,2917.0000000
LKOH,D,20170511,000000,2840.0000000
LKOH,D,20170512,000000,2856.0000000
LKOH,D,20170515,000000,2876.0000000
LKOH,D,20170516,000000,2890.5000000
LKOH,D,20170517,000000,2870.0000000
LKOH,D,20170518,000000,2877.0000000
LKOH,D,20170519,000000,2850.0000000
LKOH,D,20170522,000000,2811.0000000
LKOH,D,20170523,000000,2825.0000000
LKOH,D,20170524,000000,2804.0000000
LKOH,D,20170525,000000,2798.0000000
LKOH,D,20170526,000000,2796.5000000
LKOH,D,20170529,000000,2794.5000000
LKOH,D,20170530,000000,2825.0000000
LKOH,D,20170531,000000,2753.0000000
LKOH,D,20170601,000000,2700.0000000
LKOH,D,20170602,000000,2734.0000000
LKOH,D,20170605,000000,2734.5000000
LKOH,D,20170606,000000,2721.5000000
LKOH,D,20170607,000000,2705.0000000
LKOH,D,20170608,000000,2735.0000000
LKOH,D,20170609,000000,2774.0000000
LKOH,D,20170613,000000,2760.5000000
LKOH,D,20170614,000000,2730.0000000
LKOH,D,20170615,000000,2712.0000000
LKOH,D,20170616,000000,2685.0000000
LKOH,D,20170619,000000,2779.5000000
LKOH,D,20170620,000000,2769.0000000
LKOH,D,20170621,000000,2728.5000000
LKOH,D,20170622,000000,2760.5000000
LKOH,D,20170623,000000,2775.0000000
LKOH,D,20170626,000000,2767.0000000
LKOH,D,20170627,000000,2800.0000000
LKOH,D,20170628,000000,2874.5000000
LKOH,D,20170629,000000,2873.0000000
LKOH,D,20170630,000000,2872.5000000
LKOH,D,20170703,000000,2920.0000000
LKOH,D,20170704,000000,2933.0000000
LKOH,D,20170705,000000,2951.5000000
LKOH,D,20170706,000000,2985.0000000
LKOH,D,20170707,000000,2856.0000000
LKOH,D,20170710,000000,2859.0000000
LKOH,D,20170711,000000,2875.0000000
LKOH,D,20170712,000000,2914.5000000
LKOH,D,20170713,000000,2908.5000000
LKOH,D,20170714,000000,2923.0000000
LKOH,D,20170717,000000,2880.0000000
LKOH,D,20170718,000000,2840.0000000
LKOH,D,20170719,000000,2896.0000000
LKOH,D,20170720,000000,2896.0000000
LKOH,D,20170721,000000,2842.0000000
LKOH,D,20170724,000000,2826.5000000
LKOH,D,20170725,000000,2835.0000000
LKOH,D,20170726,000000,2833.0000000
LKOH,D,20170727,000000,2851.5000000
LKOH,D,20170728,000000,2794.0000000
LKOH,D,20170731,000000,2797.5000000
LKOH,D,20170801,000000,2864.5000000
LKOH,D,20170802,000000,2938.0000000
LKOH,D,20170803,000000,2930.0000000
LKOH,D,20170804,000000,2903.0000000
LKOH,D,20170807,000000,2917.5000000
LKOH,D,20170808,000000,2974.0000000
LKOH,D,20170809,000000,2939.0000000
LKOH,D,20170810,000000,2901.5000000
LKOH,D,20170811,000000,2860.0000000
LKOH,D,20170814,000000,2883.5000000
LKOH,D,20170815,000000,2874.0000000
LKOH,D,20170816,000000,2846.5000000
LKOH,D,20170817,000000,2841.0000000
LKOH,D,20170818,000000,2829.0000000
LKOH,D,20170821,000000,2854.5000000
LKOH,D,20170822,000000,2897.0000000
LKOH,D,20170823,000000,2893.5000000
LKOH,D,20170824,000000,2894.0000000
LKOH,D,20170825,000000,2915.0000000
LKOH,D,20170828,000000,2920.0000000
LKOH,D,20170829,000000,2894.0000000
LKOH,D,20170830,000000,2905.0000000
LKOH,D,20170831,000000,2940.5000000
LKOH,D,20170901,000000,2915.0000000
LKOH,D,20170904,000000,2895.0000000
LKOH,D,20170905,000000,2883.5000000
LKOH,D,20170906,000000,2919.0000000
LKOH,D,20170907,000000,2876.0000000
LKOH,D,20170908,000000,2925.0000000
LKOH,D,20170911,000000,2909.0000000
LKOH,D,20170912,000000,2961.5000000
LKOH,D,20170913,000000,2938.0000000
LKOH,D,20170914,000000,2970.0000000
LKOH,D,20170915,000000,2978.5000000
LKOH,D,20170918,000000,3032.5000000
LKOH,D,20170919,000000,3025.0000000
LKOH,D,20170920,000000,2985.0000000
LKOH,D,20170921,000000,2991.5000000
LKOH,D,20170922,000000,2970.0000000
LKOH,D,20170925,000000,3039.5000000
LKOH,D,20170926,000000,3022.0000000
LKOH,D,20170927,000000,3064.5000000
LKOH,D,20170928,000000,3065.0000000
LKOH,D,20170929,000000,3064.0000000
LKOH,D,20171002,000000,3044.5000000
LKOH,D,20171003,000000,3054.0000000
LKOH,D,20171004,000000,3038.5000000
LKOH,D,20171005,000000,3054.0000000
LKOH,D,20171006,000000,3060.0000000
LKOH,D,20171009,000000,3052.5000000
LKOH,D,20171010,000000,3037.5000000
LKOH,D,20171011,000000,3040.0000000
LKOH,D,20171012,000000,3035.0000000
LKOH,D,20171013,000000,3018.0000000
LKOH,D,20171016,000000,3020.0000000
LKOH,D,20171017,000000,3003.0000000
LKOH,D,20171018,000000,3011.0000000
LKOH,D,20171019,000000,2985.0000000
LKOH,D,20171020,000000,2994.0000000
LKOH,D,20171023,000000,2997.0000000
LKOH,D,20171024,000000,3018.0000000
LKOH,D,20171025,000000,3005.0000000
LKOH,D,20171026,000000,2996.0000000
LKOH,D,20171027,000000,3064.5000000
LKOH,D,20171030,000000,3058.0000000
LKOH,D,20171031,000000,3096.0000000
LKOH,D,20171101,000000,3144.5000000
LKOH,D,20171102,000000,3150.0000000
LKOH,D,20171103,000000,3168.5000000
LKOH,D,20171107,000000,3325.0000000
LKOH,D,20171108,000000,3336.0000000
LKOH,D,20171109,000000,3368.0000000
LKOH,D,20171110,000000,3344.5000000
LKOH,D,20171113,000000,3326.0000000
LKOH,D,20171114,000000,3325.0000000
LKOH,D,20171115,000000,3296.0000000
LKOH,D,20171116,000000,3304.0000000
LKOH,D,20171117,000000,3304.5000000
LKOH,D,20171120,000000,3281.0000000
LKOH,D,20171121,000000,3319.5000000
LKOH,D,20171122,000000,3369.0000000
LKOH,D,20171123,000000,3380.0000000
LKOH,D,20171124,000000,3395.0000000
LKOH,D,20171127,000000,3365.0000000
LKOH,D,20171128,000000,3343.0000000
LKOH,D,20171129,000000,3308.5000000
LKOH,D,20171130,000000,3292.5000000
LKOH,D,20171201,000000,3344.0000000
LKOH,D,20171204,000000,3390.5000000
LKOH,D,20171205,000000,3403.0000000
LKOH,D,20171206,000000,3403.0000000
LKOH,D,20171207,000000,3374.5000000
LKOH,D,20171208,000000,3388.5000000
LKOH,D,20171211,000000,3432.5000000
LKOH,D,20171212,000000,3473.5000000
LKOH,D,20171213,000000,3458.0000000
LKOH,D,20171214,000000,3453.5000000
LKOH,D,20171215,000000,3420.0000000
LKOH,D,20171218,000000,3395.5000000
LKOH,D,20171219,000000,3402.0000000
LKOH,D,20171220,000000,3373.0000000
LKOH,D,20171221,000000,3332.5000000
LKOH,D,20171222,000000,3347.0000000
LKOH,D,20171225,000000,3320.0000000
LKOH,D,20171226,000000,3288.0000000
LKOH,D,20171227,000000,3283.5000000
LKOH,D,20171228,000000,3317.0000000
LKOH,D,20171229,000000,3334.5000000
LKOH,D,20180103,000000,3421.5000000
LKOH,D,20180104,000000,3501.0000000
LKOH,D,20180105,000000,3569.5000000
LKOH,D,20180109,000000,3628.5000000
LKOH,D,20180110,000000,3641.0000000
LKOH,D,20180111,000000,3687.5000000
LKOH,D,20180112,000000,3908.0000000
LKOH,D,20180115,000000,3876.5000000
LKOH,D,20180116,000000,3862.0000000
LKOH,D,20180117,000000,3851.5000000
LKOH,D,20180118,000000,3855.0000000
LKOH,D,20180119,000000,3825.5000000
LKOH,D,20180122,000000,3870.0000000
LKOH,D,20180123,000000,3841.5000000
LKOH,D,20180124,000000,3850.0000000
LKOH,D,20180125,000000,3825.0000000
LKOH,D,20180126,000000,3821.0000000
LKOH,D,20180129,000000,3778.0000000
LKOH,D,20180130,000000,3713.0000000
LKOH,D,20180131,000000,3728.0000000
LKOH,D,20180201,000000,3760.5000000
LKOH,D,20180202,000000,3797.0000000
LKOH,D,20180205,000000,3752.0000000
LKOH,D,20180206,000000,3655.5000000
LKOH,D,20180207,000000,3735.0000000
LKOH,D,20180208,000000,3686.0000000
LKOH,D,20180209,000000,3617.5000000
LKOH,D,20180212,000000,3656.5000000
LKOH,D,20180213,000000,3729.5000000
LKOH,D,20180214,000000,3709.0000000
LKOH,D,20180215,000000,3730.0000000
LKOH,D,20180216,000000,3751.0000000
LKOH,D,20180219,000000,3715.0000000
LKOH,D,20180220,000000,3744.0000000
LKOH,D,20180221,000000,3808.5000000
LKOH,D,20180222,000000,3836.0000000
LKOH,D,20180226,000000,3839.5000000
LKOH,D,20180227,000000,3838.5000000
LKOH,D,20180228,000000,3776.5000000
LKOH,D,20180301,000000,3754.0000000
LKOH,D,20180302,000000,3749.5000000
LKOH,D,20180305,000000,3730.0000000
LKOH,D,20180306,000000,3744.0000000
LKOH,D,20180307,000000,3721.0000000
LKOH,D,20180309,000000,3789.0000000
LKOH,D,20180312,000000,3770.0000000
LKOH,D,20180313,000000,3773.0000000
LKOH,D,20180314,000000,3742.0000000
LKOH,D,20180315,000000,3800.0000000
LKOH,D,20180316,000000,3874.5000000
LKOH,D,20180319,000000,3815.0000000
LKOH,D,20180320,000000,3860.0000000
LKOH,D,20180321,000000,3874.0000000
LKOH,D,20180322,000000,3857.0000000
LKOH,D,20180323,000000,3874.5000000
LKOH,D,20180326,000000,3800.0000000
LKOH,D,20180327,000000,3878.0000000
LKOH,D,20180328,000000,3927.0000000
LKOH,D,20180329,000000,3991.5000000
LKOH,D,20180330,000000,3961.0000000
LKOH,D,20180402,000000,3955.5000000
LKOH,D,20180403,000000,3951.0000000
LKOH,D,20180404,000000,3939.0000000
LKOH,D,20180405,000000,3990.0000000
LKOH,D,20180406,000000,3939.0000000
LKOH,D,20180409,000000,3620.0000000
LKOH,D,20180410,000000,3908.5000000
LKOH,D,20180411,000000,4070.0000000
LKOH,D,20180412,000000,3979.0000000
LKOH,D,20180413,000000,3902.0000000
LKOH,D,20180416,000000,3892.0000000
LKOH,D,20180417,000000,3940.0000000
LKOH,D,20180418,000000,4030.0000000
LKOH,D,20180419,000000,4015.0000000
LKOH,D,20180420,000000,3985.0000000
LKOH,D,20180423,000000,3974.0000000
LKOH,D,20180424,000000,3999.5000000
LKOH,D,20180425,000000,4029.0000000
LKOH,D,20180426,000000,4140.0000000
LKOH,D,20180427,000000,4212.0000000
LKOH,D,20180428,000000,4178.0000000
LKOH,D,20180430,000000,4156.5000000
LKOH,D,20180502,000000,4141.0000000
LKOH,D,20180503,000000,4068.0000000
LKOH,D,20180504,000000,4108.0000000
LKOH,D,20180507,000000,4121.0000000
LKOH,D,20180508,000000,4180.0000000
LKOH,D,20180510,000000,4235.0000000
LKOH,D,20180511,000000,4383.0000000
LKOH,D,20180514,000000,4407.5000000
LKOH,D,20180515,000000,4392.0000000
LKOH,D,20180516,000000,4410.0000000
LKOH,D,20180517,000000,4354.0000000
LKOH,D,20180518,000000,4450.0000000
LKOH,D,20180521,000000,4398.5000000
LKOH,D,20180522,000000,4360.0000000
LKOH,D,20180523,000000,4263.0000000
LKOH,D,20180524,000000,4230.0000000
LKOH,D,20180525,000000,4248.0000000
LKOH,D,20180528,000000,4290.0000000
LKOH,D,20180529,000000,4224.0000000
LKOH,D,20180530,000000,4246.5000000
LKOH,D,20180531,000000,4209.0000000
LKOH,D,20180601,000000,4205.5000000
LKOH,D,20180604,000000,4299.0000000
LKOH,D,20180605,000000,4278.0000000
LKOH,D,20180606,000000,4264.5000000
LKOH,D,20180607,000000,4250.0000000
LKOH,D,20180608,000000,4159.5000000
LKOH,D,20180609,000000,4193.0000000
LKOH,D,20180611,000000,4159.5000000
LKOH,D,20180613,000000,4140.0000000
LKOH,D,20180614,000000,4090.0000000
LKOH,D,20180615,000000,4055.0000000
LKOH,D,20180618,000000,4045.5000000
LKOH,D,20180619,000000,4091.0000000
LKOH,D,20180620,000000,4132.0000000
LKOH,D,20180621,000000,4135.0000000
LKOH,D,20180622,000000,4125.0000000
LKOH,D,20180625,000000,4140.0000000
LKOH,D,20180626,000000,4154.0000000
LKOH,D,20180627,000000,4222.0000000
LKOH,D,20180628,000000,4230.5000000
LKOH,D,20180629,000000,4350.0000000
LKOH,D,20180702,000000,4376.0000000
LKOH,D,20180703,000000,4325.0000000
LKOH,D,20180704,000000,4334.5000000
LKOH,D,20180705,000000,4462.0000000
LKOH,D,20180706,000000,4415.5000000
LKOH,D,20180709,000000,4452.0000000
LKOH,D,20180710,000000,4355.0000000
LKOH,D,20180711,000000,4280.0000000
LKOH,D,20180712,000000,4236.0000000
LKOH,D,20180713,000000,4319.0000000
LKOH,D,20180716,000000,4300.5000000
LKOH,D,20180717,000000,4262.5000000
LKOH,D,20180718,000000,4299.0000000
LKOH,D,20180719,000000,4334.0000000
LKOH,D,20180720,000000,4300.0000000
LKOH,D,20180723,000000,4340.0000000
LKOH,D,20180724,000000,4322.0000000
LKOH,D,20180725,000000,4385.0000000
LKOH,D,20180726,000000,4420.0000000
LKOH,D,20180727,000000,4425.0000000
LKOH,D,20180730,000000,4410.0000000
LKOH,D,20180731,000000,4451.5000000
LKOH,D,20180801,000000,4494.0000000
LKOH,D,20180802,000000,4501.5000000
LKOH,D,20180803,000000,4499.5000000
LKOH,D,20180806,000000,4479.0000000
LKOH,D,20180807,000000,4520.0000000
LKOH,D,20180808,000000,4499.0000000
LKOH,D,20180809,000000,4598.0000000
LKOH,D,20180810,000000,4577.0000000
LKOH,D,20180813,000000,4541.0000000
LKOH,D,20180814,000000,4460.0000000
LKOH,D,20180815,000000,4428.5000000
LKOH,D,20180816,000000,4396.0000000
LKOH,D,20180817,000000,4375.0000000
LKOH,D,20180820,000000,4386.0000000
LKOH,D,20180821,000000,4465.0000000
LKOH,D,20180822,000000,4512.5000000
LKOH,D,20180823,000000,4450.0000000
LKOH,D,20180824,000000,4500.5000000
LKOH,D,20180827,000000,4577.0000000
LKOH,D,20180828,000000,4587.5000000
LKOH,D,20180829,000000,4638.5000000
LKOH,D,20180830,000000,4702.0000000
LKOH,D,20180831,000000,4700.5000000
LKOH,D,20180903,000000,4728.0000000
LKOH,D,20180904,000000,4717.0000000
LKOH,D,20180905,000000,4637.0000000
LKOH,D,20180906,000000,4610.5000000
LKOH,D,20180907,000000,4623.0000000
LKOH,D,20180910,000000,4688.5000000
LKOH,D,20180911,000000,4706.5000000
LKOH,D,20180912,000000,4622.5000000
LKOH,D,20180913,000000,4659.0000000
LKOH,D,20180914,000000,4604.0000000
LKOH,D,20180917,000000,4631.0000000
LKOH,D,20180918,000000,4685.0000000
LKOH,D,20180919,000000,4719.0000000
LKOH,D,20180920,000000,4701.0000000
LKOH,D,20180921,000000,4737.5000000
LKOH,D,20180924,000000,4780.0000000
LKOH,D,20180925,000000,4900.0000000
LKOH,D,20180926,000000,4828.5000000
LKOH,D,20180927,000000,4952.0000000
LKOH,D,20180928,000000,5022.0000000
LKOH,D,20181001,000000,5016.0000000
LKOH,D,20181002,000000,4898.5000000
LKOH,D,20181003,000000,5035.0000000
LKOH,D,20181004,000000,4990.0000000
LKOH,D,20181005,000000,4987.0000000
LKOH,D,20181008,000000,4966.0000000
LKOH,D,20181009,000000,4971.5000000
LKOH,D,20181010,000000,4901.5000000
LKOH,D,20181011,000000,4804.0000000
LKOH,D,20181012,000000,4806.0000000
LKOH,D,20181015,000000,4747.0000000
LKOH,D,20181016,000000,4795.0000000
LKOH,D,20181017,000000,4773.0000000
LKOH,D,20181018,000000,4694.5000000
LKOH,D,20181019,000000,4693.0000000
LKOH,D,20181022,000000,4673.5000000
LKOH,D,20181023,000000,4770.0000000
LKOH,D,20181024,000000,4995.0000000
LKOH,D,20181025,000000,4943.0000000
LKOH,D,20181026,000000,4888.5000000
LKOH,D,20181029,000000,4872.5000000
LKOH,D,20181030,000000,4778.5000000
LKOH,D,20181031,000000,4945.0000000
LKOH,D,20181101,000000,4937.0000000
LKOH,D,20181102,000000,4980.0000000
LKOH,D,20181106,000000,5055.0000000
LKOH,D,20181107,000000,5174.5000000
LKOH,D,20181108,000000,5160.0000000
LKOH,D,20181109,000000,5094.5000000
LKOH,D,20181112,000000,5129.0000000
LKOH,D,20181113,000000,4959.5000000
LKOH,D,20181114,000000,4856.5000000
LKOH,D,20181115,000000,4854.0000000
LKOH,D,20181116,000000,4824.0000000
LKOH,D,20181119,000000,4845.5000000
LKOH,D,20181120,000000,4809.5000000
LKOH,D,20181121,000000,4800.0000000
LKOH,D,20181122,000000,4813.5000000
LKOH,D,20181123,000000,4670.0000000
LKOH,D,20181126,000000,4623.0000000
LKOH,D,20181127,000000,4689.0000000
LKOH,D,20181128,000000,4717.5000000
LKOH,D,20181129,000000,4766.0000000
LKOH,D,20181130,000000,4896.0000000
LKOH,D,20181203,000000,5098.5000000
LKOH,D,20181204,000000,5209.0000000
LKOH,D,20181205,000000,5260.0000000
LKOH,D,20181206,000000,5162.5000000
LKOH,D,20181207,000000,5266.5000000
LKOH,D,20181210,000000,5173.5000000
LKOH,D,20181211,000000,5267.0000000
LKOH,D,20181212,000000,5102.0000000
LKOH,D,20181213,000000,5131.5000000
LKOH,D,20181214,000000,5100.0000000
LKOH,D,20181217,000000,5100.0000000
LKOH,D,20181218,000000,4925.0000000
LKOH,D,20181219,000000,4910.0000000
LKOH,D,20181220,000000,4808.5000000
LKOH,D,20181221,000000,4930.0000000
LKOH,D,20181224,000000,4909.0000000
LKOH,D,20181225,000000,4810.0000000
LKOH,D,20181226,000000,4829.5000000
LKOH,D,20181227,000000,4884.0000000
LKOH,D,20181228,000000,4955.5000000
LKOH,D,20181229,000000,4997.0000000
LKOH,D,20190103,000000,5007.0000000
LKOH,D,20190104,000000,5074.5000000
LKOH,D,20190108,000000,5039.0000000
LKOH,D,20190109,000000,5060.0000000
LKOH,D,20190110,000000,5152.0000000
LKOH,D,20190111,000000,5200.0000000
LKOH,D,20190114,000000,5200.0000000
LKOH,D,20190115,000000,5195.0000000
LKOH,D,20190116,000000,5129.0000000
LKOH,D,20190117,000000,5184.5000000
LKOH,D,20190118,000000,5193.5000000
LKOH,D,20190121,000000,5200.0000000
LKOH,D,20190122,000000,5186.0000000
LKOH,D,20190123,000000,5205.5000000
LKOH,D,20190124,000000,5196.5000000
LKOH,D,20190125,000000,5215.0000000
LKOH,D,20190128,000000,5165.0000000
LKOH,D,20190129,000000,5196.5000000
LKOH,D,20190130,000000,5227.0000000
LKOH,D,20190131,000000,5272.5000000
LKOH,D,20190201,000000,5319.5000000
LKOH,D,20190204,000000,5350.0000000
LKOH,D,20190205,000000,5435.0000000
LKOH,D,20190206,000000,5461.0000000
LKOH,D,20190207,000000,5385.0000000
LKOH,D,20190208,000000,5386.0000000
LKOH,D,20190211,000000,5419.5000000
