<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
SBER,60,20180807,110000,206.9900000,5637210
SBER,60,20180807,120000,206.4800000,3674280
SBER,60,20180807,130000,206.0200000,3705800
SBER,60,20180807,140000,206.0300000,2426050
SBER,60,20180807,150000,204.1700000,7833250
SBER,60,20180807,160000,203.5800000,8007500
SBER,60,20180807,170000,202.2000000,8946790
SBER,60,20180807,180000,201.7900000,4651890
SBER,60,20180808,100000,201.5600000,17036830
SBER,60,20180808,110000,196.0900000,24059480
SBER,60,20180808,120000,197.0400000,16171380
SBER,60,20180808,130000,194.6900000,14888750
SBER,60,20180808,140000,193.3400000,15207930
SBER,60,20180808,150000,193.9400000,12460050
SBER,60,20180808,160000,193.2600000,12567980
SBER,60,20180808,170000,192.7100000,20680150
SBER,60,20180808,180000,193.2000000,8940860
SBER,60,20180809,100000,184.8000000,50886220
SBER,60,20180809,110000,189.1700000,22977950
SBER,60,20180809,120000,188.8800000,24192400
SBER,60,20180809,130000,190.8500000,8409610
SBER,60,20180809,140000,191.1200000,9408280
SBER,60,20180809,150000,191.2300000,5542550
SBER,60,20180809,160000,193.5500000,17273990
SBER,60,20180809,170000,193.3100000,11321340
SBER,60,20180809,180000,195.9000000,10022620
SBER,60,20180810,100000,195.0800000,18358210
SBER,60,20180810,110000,195.0500000,14031680
SBER,60,20180810,120000,193.3000000,8433840
SBER,60,20180810,130000,192.8100000,7239050
SBER,60,20180810,140000,191.8700000,3907380
SBER,60,20180810,150000,189.7600000,10359220
SBER,60,20180810,160000,186.9000000,16749810
SBER,60,20180810,170000,186.5000000,20843590
SBER,60,20180810,180000,186.1500000,13535280
SBER,60,20180813,100000,185.3500000,27467760
SBER,60,20180813,110000,189.6600000,12476320
SBER,60,20180813,120000,188.0600000,13297050
SBER,60,20180813,130000,188.9200000,7898290
SBER,60,20180813,140000,189.4900000,5828330
SBER,60,20180813,150000,190.8700000,11762760
SBER,60,20180813,160000,192.4700000,9586030
SBER,60,20180813,170000,193.0100000,8924450
SBER,60,20180813,180000,190.0000000,9006270
SBER,60,20180814,100000,192.9400000,18490720
SBER,60,20180814,110000,191.1200000,8066540
SBER,60,20180814,120000,189.8400000,8672900
SBER,60,20180814,130000,189.6000000,12248450
SBER,60,20180814,140000,189.2000000,6401820
SBER,60,20180814,150000,191.6900000,8560760
SBER,60,20180814,160000,191.5200000,10067390
SBER,60,20180814,170000,192.6600000,5876560
SBER,60,20180814,180000,192.7600000,4254440
SBER,60,20180815,100000,191.7500000,10895560
SBER,60,20180815,110000,189.7100000,7032900
SBER,60,20180815,120000,188.7000000,8534290
SBER,60,20180815,130000,188.6100000,4310420
SBER,60,20180815,140000,189.3600000,9197210
SBER,60,20180815,150000,190.6900000,6066570
SBER,60,20180815,160000,188.8700000,12368910
SBER,60,20180815,170000,186.7000000,14093090
SBER,60,20180815,180000,187.9800000,5178730
SBER,60,20180816,100000,189.5300000,10458350
SBER,60,20180816,110000,190.2000000,8493920
SBER,60,20180816,120000,190.7700000,4151620
SBER,60,20180816,130000,190.7900000,5556820
SBER,60,20180816,140000,189.8200000,2725700
SBER,60,20180816,150000,189.1200000,4507240
SBER,60,20180816,160000,189.5200000,3967120
SBER,60,20180816,170000,190.0600000,5591510
SBER,60,20180816,180000,191.6000000,9206230
SBER,60,20180817,100000,191.8900000,8126230
SBER,60,20180817,110000,190.2500000,5741740
SBER,60,20180817,120000,189.2000000,9272800
SBER,60,20180817,130000,190.0000000,4928950
SBER,60,20180817,140000,189.5800000,1733490
SBER,60,20180817,150000,190.5000000,2560570
SBER,60,20180817,160000,189.9300000,2881110
SBER,60,20180817,170000,189.5800000,5786840
SBER,60,20180817,180000,189.5500000,4143060
SBER,60,20180820,100000,192.2500000,10552670
SBER,60,20180820,110000,192.0000000,2664250
SBER,60,20180820,120000,191.6900000,2506180
SBER,60,20180820,130000,191.8800000,2308240
SBER,60,20180820,140000,193.3600000,11981840
SBER,60,20180820,150000,193.0400000,2950940
SBER,60,20180820,160000,191.6700000,5896480
SBER,60,20180820,170000,191.0300000,7889220
SBER,60,20180820,180000,191.2000000,2465300
SBER,60,20180821,100000,189.8500000,11278150
SBER,60,20180821,110000,190.7400000,4248410
SBER,60,20180821,120000,191.0000000,2066170
SBER,60,20180821,130000,190.5700000,2054650
SBER,60,20180821,140000,190.3100000,3087540
SBER,60,20180821,150000,190.1400000,4074450
SBER,60,20180821,160000,191.3100000,5238970
SBER,60,20180821,170000,191.6500000,4757160
SBER,60,20180821,180000,191.8000000,3503240
SBER,60,20180822,100000,192.8900000,12023960
SBER,60,20180822,110000,192.4700000,3206960
SBER,60,20180822,120000,192.0500000,4253960
SBER,60,20180822,130000,192.7600000,2648320
SBER,60,20180822,140000,191.1000000,6828470
SBER,60,20180822,150000,188.5300000,12221320
SBER,60,20180822,160000,189.0000000,8561300
SBER,60,20180822,170000,188.9600000,6871300
SBER,60,20180822,180000,187.8000000,9734770
SBER,60,20180823,100000,187.6600000,16510350
SBER,60,20180823,110000,185.2600000,19587280
SBER,60,20180823,120000,182.1100000,22582890
SBER,60,20180823,130000,182.0000000,18461900
SBER,60,20180823,140000,183.0400000,9718490
SBER,60,20180823,150000,183.0600000,15546570
SBER,60,20180823,160000,183.8600000,9384920
SBER,60,20180823,170000,182.3500000,12283060
SBER,60,20180823,180000,178.7100000,23467810
SBER,60,20180824,100000,178.8100000,14142870
SBER,60,20180824,110000,174.8100000,33041710
SBER,60,20180824,120000,174.6500000,9866730
SBER,60,20180824,130000,176.3900000,11488740
SBER,60,20180824,140000,175.4400000,9026440
SBER,60,20180824,150000,175.1800000,8341560
SBER,60,20180824,160000,176.7000000,23586430
SBER,60,20180824,170000,177.9800000,11682740
SBER,60,20180824,180000,180.3900000,11779780
SBER,60,20180827,100000,182.8900000,15631810
SBER,60,20180827,110000,182.2100000,7010510
SBER,60,20180827,120000,182.1100000,6088790
SBER,60,20180827,130000,181.3800000,2782110
SBER,60,20180827,140000,182.5600000,3681980
SBER,60,20180827,150000,183.4400000,6608070
SBER,60,20180827,160000,182.7100000,2777370
SBER,60,20180827,170000,182.7500000,2207070
SBER,60,20180827,180000,183.2700000,4793060
SBER,60,20180828,100000,182.9200000,11929380
SBER,60,20180828,110000,182.3900000,6845620
SBER,60,20180828,120000,184.0800000,7562790
SBER,60,20180828,130000,182.9100000,2896790
SBER,60,20180828,140000,182.7200000,2827980
SBER,60,20180828,150000,183.0700000,2636120
SBER,60,20180828,160000,183.1400000,4471760
SBER,60,20180828,170000,182.8000000,5478360
SBER,60,20180828,180000,182.0000000,4895720
SBER,60,20180829,100000,183.1800000,10051760
SBER,60,20180829,110000,183.2000000,3738470
SBER,60,20180829,120000,183.3600000,4984030
SBER,60,20180829,130000,182.4100000,3980890
SBER,60,20180829,140000,182.4000000,2661580
SBER,60,20180829,150000,182.6700000,2016160
SBER,60,20180829,160000,182.4200000,2568810
SBER,60,20180829,170000,183.1500000,3854720
SBER,60,20180829,180000,183.5000000,5346250
SBER,60,20180830,100000,184.0500000,12558470
SBER,60,20180830,110000,183.3000000,5177660
SBER,60,20180830,120000,183.3000000,2486810
SBER,60,20180830,130000,183.0600000,3441080
SBER,60,20180830,140000,179.6700000,13034900
SBER,60,20180830,150000,180.0600000,7099920
SBER,60,20180830,160000,178.0600000,11690280
SBER,60,20180830,170000,179.2200000,6070330
SBER,60,20180830,180000,178.0000000,4524350
SBER,60,20180831,100000,177.6100000,11129740
SBER,60,20180831,110000,176.2300000,6436650
SBER,60,20180831,120000,179.2900000,9120000
SBER,60,20180831,130000,180.8900000,5493510
SBER,60,20180831,140000,179.9300000,3749200
SBER,60,20180831,150000,179.2900000,3619750
SBER,60,20180831,160000,180.1400000,5553020
SBER,60,20180831,170000,181.7100000,9263580
SBER,60,20180831,180000,182.0000000,9361760
SBER,60,20180903,100000,181.2900000,8323430
SBER,60,20180903,110000,181.2000000,5192140
SBER,60,20180903,120000,180.8100000,2083250
SBER,60,20180903,130000,181.8400000,2502970
SBER,60,20180903,140000,181.7700000,1570250
SBER,60,20180903,150000,181.8900000,2088390
SBER,60,20180903,160000,182.2800000,2216000
SBER,60,20180903,170000,180.9400000,4976720
SBER,60,20180903,180000,181.2100000,2262750
SBER,60,20180904,100000,181.4000000,7653440
SBER,60,20180904,110000,181.0000000,4723250
SBER,60,20180904,120000,180.0500000,7857480
SBER,60,20180904,130000,179.9600000,5875270
SBER,60,20180904,140000,178.6600000,4568880
SBER,60,20180904,150000,179.0800000,3927540
SBER,60,20180904,160000,178.5600000,7259230
SBER,60,20180904,170000,179.8600000,10439570
SBER,60,20180904,180000,179.5000000,4377340
SBER,60,20180905,100000,179.5500000,5616580
SBER,60,20180905,110000,180.2400000,4742070
SBER,60,20180905,120000,179.8500000,5942510
SBER,60,20180905,130000,179.2900000,4266230
SBER,60,20180905,140000,179.9200000,2343680
SBER,60,20180905,150000,180.2200000,3610580
SBER,60,20180905,160000,179.8200000,5057060
SBER,60,20180905,170000,179.8700000,4751970
SBER,60,20180905,180000,178.4600000,8047460
SBER,60,20180906,100000,178.5100000,6746080
SBER,60,20180906,110000,178.8000000,1977680
SBER,60,20180906,120000,179.6500000,3567700
SBER,60,20180906,130000,179.1900000,2136230
SBER,60,20180906,140000,179.6600000,1934940
SBER,60,20180906,150000,180.0200000,4023020
SBER,60,20180906,160000,177.0500000,12623460
SBER,60,20180906,170000,176.3800000,8427620
SBER,60,20180906,180000,175.0000000,7656440
SBER,60,20180907,100000,176.2900000,18365500
SBER,60,20180907,110000,175.6600000,9672180
SBER,60,20180907,120000,174.9300000,5093670
SBER,60,20180907,130000,175.1000000,6189730
SBER,60,20180907,140000,174.4700000,2947310
SBER,60,20180907,150000,174.7400000,3028110
SBER,60,20180907,160000,175.8600000,7617520
SBER,60,20180907,170000,175.7100000,9376840
SBER,60,20180907,180000,174.9000000,6093960
SBER,60,20180910,100000,173.0600000,16242610
SBER,60,20180910,110000,171.5100000,15563270
SBER,60,20180910,120000,171.6300000,5597030
SBER,60,20180910,130000,170.8400000,7462510
SBER,60,20180910,140000,171.3700000,8987030
SBER,60,20180910,150000,170.8700000,4010210
SBER,60,20180910,160000,172.4500000,6341720
SBER,60,20180910,170000,171.6500000,8214880
SBER,60,20180910,180000,171.2100000,5164020
SBER,60,20180911,100000,170.9300000,11172600
SBER,60,20180911,110000,171.8100000,8775410
SBER,60,20180911,120000,169.0800000,14497040
SBER,60,20180911,130000,169.2500000,7466600
SBER,60,20180911,140000,167.4400000,8817290
SBER,60,20180911,150000,166.1400000,14172060
SBER,60,20180911,160000,167.5000000,9995160
SBER,60,20180911,170000,168.2700000,10259880
SBER,60,20180911,180000,169.3600000,8059780
SBER,60,20180912,100000,171.5300000,16890470
SBER,60,20180912,110000,172.7500000,15415700
SBER,60,20180912,120000,172.9300000,9635060
SBER,60,20180912,130000,173.2200000,5069420
SBER,60,20180912,140000,174.8000000,9490060
SBER,60,20180912,150000,174.4500000,8763140
