<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
SBER,60,20170110,120000,170.9200000,3924340
SBER,60,20170110,130000,170.8500000,6316510
SBER,60,20170110,140000,171.1800000,2982360
SBER,60,20170110,150000,172.0000000,5837460
SBER,60,20170110,160000,171.9600000,10428650
SBER,60,20170110,170000,171.9000000,6025160
SBER,60,20170110,180000,171.6000000,3644930
SBER,60,20170111,100000,172.9800000,7552570
SBER,60,20170111,110000,171.8600000,6773420
SBER,60,20170111,120000,172.4200000,3263180
SBER,60,20170111,130000,172.6300000,3939710
SBER,60,20170111,140000,171.4300000,2759200
SBER,60,20170111,150000,169.1600000,10587830
SBER,60,20170111,160000,169.1000000,5680130
SBER,60,20170111,170000,169.6200000,4429880
SBER,60,20170111,180000,169.0500000,7750300
SBER,60,20170112,100000,169.8900000,5493080
SBER,60,20170112,110000,169.4900000,8725900
SBER,60,20170112,120000,169.4900000,6250800
SBER,60,20170112,130000,169.7700000,5089120
SBER,60,20170112,140000,169.6000000,2542270
SBER,60,20170112,150000,169.6300000,3637760
SBER,60,20170112,160000,168.9100000,4613920
SBER,60,20170112,170000,168.8800000,6584790
SBER,60,20170112,180000,168.2700000,6867320
SBER,60,20170113,100000,169.7500000,13829190
SBER,60,20170113,110000,166.4600000,16033320
SBER,60,20170113,120000,166.0100000,7897190
SBER,60,20170113,130000,164.8300000,11555620
SBER,60,20170113,140000,164.9400000,6104160
SBER,60,20170113,150000,165.0000000,6133980
SBER,60,20170113,160000,164.3600000,7266830
SBER,60,20170113,170000,165.5300000,8869190
SBER,60,20170113,180000,164.9000000,8251300
SBER,60,20170116,100000,165.6000000,4512740
SBER,60,20170116,110000,164.6600000,6126830
SBER,60,20170116,120000,165.6300000,4978760
SBER,60,20170116,130000,165.9200000,5491990
SBER,60,20170116,140000,166.3600000,2095570
SBER,60,20170116,150000,166.4500000,1681670
SBER,60,20170116,160000,165.7100000,5808180
SBER,60,20170116,170000,164.7000000,3372490
SBER,60,20170116,180000,164.6600000,3489030
SBER,60,20170117,100000,163.8500000,8496040
SBER,60,20170117,110000,164.2200000,9110950
SBER,60,20170117,120000,165.5500000,6223580
SBER,60,20170117,130000,165.3100000,3002630
SBER,60,20170117,140000,165.1000000,2494330
SBER,60,20170117,150000,165.5900000,2643700
SBER,60,20170117,160000,165.2800000,2401190
SBER,60,20170117,170000,165.0500000,3182190
SBER,60,20170117,180000,165.9800000,8404810
SBER,60,20170118,100000,166.8100000,6224460
SBER,60,20170118,110000,167.7500000,6978320
SBER,60,20170118,120000,166.9400000,3847610
SBER,60,20170118,130000,165.0200000,8864760
SBER,60,20170118,140000,165.2000000,2690000
SBER,60,20170118,150000,165.1300000,1369130
SBER,60,20170118,160000,165.5000000,4933480
SBER,60,20170118,170000,165.5000000,4437870
SBER,60,20170118,180000,165.2400000,3033040
SBER,60,20170119,100000,166.8600000,4926230
SBER,60,20170119,110000,164.9900000,8231100
SBER,60,20170119,120000,165.9000000,5742020
SBER,60,20170119,130000,165.6400000,2917900
SBER,60,20170119,140000,165.2400000,2261070
SBER,60,20170119,150000,165.0800000,1381690
SBER,60,20170119,160000,165.5100000,4910650
SBER,60,20170119,170000,165.5500000,2349370
SBER,60,20170119,180000,166.3000000,5752560
SBER,60,20170120,100000,165.9700000,3666270
SBER,60,20170120,110000,166.3700000,3820230
SBER,60,20170120,120000,166.0900000,2498690
SBER,60,20170120,130000,166.6500000,1940950
SBER,60,20170120,140000,167.2700000,7172010
SBER,60,20170120,150000,167.2600000,5359360
SBER,60,20170120,160000,167.4900000,2178650
SBER,60,20170120,170000,167.5900000,2102610
SBER,60,20170120,180000,167.4900000,3830170
SBER,60,20170123,100000,165.6500000,6577320
SBER,60,20170123,110000,165.1700000,5325850
SBER,60,20170123,120000,165.3600000,3245930
SBER,60,20170123,130000,165.3000000,3210710
SBER,60,20170123,140000,165.9700000,4035920
SBER,60,20170123,150000,166.2600000,4345670
SBER,60,20170123,160000,166.3400000,2323850
SBER,60,20170123,170000,166.6400000,1896480
SBER,60,20170123,180000,166.7500000,5472780
SBER,60,20170124,100000,168.9800000,8320020
SBER,60,20170124,110000,168.8500000,5708260
SBER,60,20170124,120000,168.7900000,3847630
SBER,60,20170124,130000,168.5600000,3185000
SBER,60,20170124,140000,168.7500000,2209560
SBER,60,20170124,150000,170.1500000,8082170
SBER,60,20170124,160000,170.0000000,5490300
SBER,60,20170124,170000,170.2500000,4420430
SBER,60,20170124,180000,170.2500000,4103910
SBER,60,20170125,100000,170.0400000,5500900
SBER,60,20170125,110000,170.0200000,5288990
SBER,60,20170125,120000,170.4400000,5594760
SBER,60,20170125,130000,170.2800000,2304080
SBER,60,20170125,140000,170.3300000,4079780
SBER,60,20170125,150000,170.1000000,4268930
SBER,60,20170125,160000,171.1800000,5213710
SBER,60,20170125,170000,170.2100000,4983810
SBER,60,20170125,180000,170.2600000,5268630
SBER,60,20170126,100000,169.6000000,7002360
SBER,60,20170126,110000,172.1500000,14110440
SBER,60,20170126,120000,172.2800000,5514830
SBER,60,20170126,130000,173.5600000,6441960
SBER,60,20170126,140000,173.7000000,3081290
SBER,60,20170126,150000,174.1000000,7187970
SBER,60,20170126,160000,174.0000000,5060060
SBER,60,20170126,170000,173.3400000,3723950
SBER,60,20170126,180000,173.7900000,3913370
SBER,60,20170127,100000,173.5500000,4307830
SBER,60,20170127,110000,173.6700000,4137420
SBER,60,20170127,120000,174.5500000,8490140
SBER,60,20170127,130000,174.2500000,6653470
SBER,60,20170127,140000,174.5600000,4465620
SBER,60,20170127,150000,174.9900000,8543230
SBER,60,20170127,160000,176.6800000,15080890
SBER,60,20170127,170000,177.2000000,10536910
SBER,60,20170127,180000,178.9200000,8883980
SBER,60,20170130,100000,177.2700000,8561160
SBER,60,20170130,110000,176.5900000,7861320
SBER,60,20170130,120000,175.6700000,4896550
SBER,60,20170130,130000,175.9400000,5046250
SBER,60,20170130,140000,176.0500000,3774820
SBER,60,20170130,150000,175.7100000,3037720
SBER,60,20170130,160000,175.0900000,3261320
SBER,60,20170130,170000,174.4800000,5393610
SBER,60,20170130,180000,174.6000000,3916530
SBER,60,20170131,100000,175.1000000,3679300
SBER,60,20170131,110000,172.4600000,12129560
SBER,60,20170131,120000,172.4400000,2970300
SBER,60,20170131,130000,172.5600000,2157650
SBER,60,20170131,140000,172.5500000,3010570
SBER,60,20170131,150000,172.6600000,1622560
SBER,60,20170131,160000,173.5000000,8073400
SBER,60,20170131,170000,173.0400000,4463980
SBER,60,20170131,180000,172.2000000,8363270
SBER,60,20170201,100000,172.9100000,6403110
SBER,60,20170201,110000,172.4500000,6676150
SBER,60,20170201,120000,172.5500000,3139020
SBER,60,20170201,130000,173.3100000,5877870
SBER,60,20170201,140000,173.7300000,3236630
SBER,60,20170201,150000,173.5100000,3139850
SBER,60,20170201,160000,173.9500000,3338210
SBER,60,20170201,170000,173.5000000,4894160
SBER,60,20170201,180000,173.9000000,5488480
SBER,60,20170202,100000,174.2400000,4239840
SBER,60,20170202,110000,173.5300000,3363980
SBER,60,20170202,120000,173.6100000,3758960
SBER,60,20170202,130000,173.9100000,3449560
SBER,60,20170202,140000,173.2500000,1947890
SBER,60,20170202,150000,173.1000000,1506840
SBER,60,20170202,160000,172.4900000,4640570
SBER,60,20170202,170000,172.4500000,2173740
SBER,60,20170202,180000,172.8300000,5960470
SBER,60,20170203,100000,172.8900000,3927810
SBER,60,20170203,110000,172.7400000,2516100
SBER,60,20170203,120000,173.2900000,2186100
SBER,60,20170203,130000,173.6400000,3240180
SBER,60,20170203,140000,173.2500000,2082310
SBER,60,20170203,150000,173.5400000,2308960
SBER,60,20170203,160000,173.5600000,5164490
SBER,60,20170203,170000,173.7400000,3564090
SBER,60,20170203,180000,173.8000000,9723760
SBER,60,20170206,100000,173.9300000,5504250
SBER,60,20170206,110000,172.8200000,6395450
SBER,60,20170206,120000,173.2700000,2322420
SBER,60,20170206,130000,173.0800000,2953440
SBER,60,20170206,140000,173.0600000,1783860
SBER,60,20170206,150000,172.7600000,3623600
SBER,60,20170206,160000,172.3000000,2730300
SBER,60,20170206,170000,172.6400000,4326220
SBER,60,20170206,180000,172.8700000,4233110
SBER,60,20170207,100000,172.5700000,3184160
SBER,60,20170207,110000,172.8800000,2480010
SBER,60,20170207,120000,171.9700000,7396960
SBER,60,20170207,130000,172.8000000,2701070
SBER,60,20170207,140000,173.6400000,6359040
SBER,60,20170207,150000,173.0400000,2099450
SBER,60,20170207,160000,173.3400000,2719740
SBER,60,20170207,170000,172.7500000,3540280
SBER,60,20170207,180000,173.4700000,2992410
SBER,60,20170208,100000,172.4900000,2945630
SBER,60,20170208,110000,172.0000000,5282060
SBER,60,20170208,120000,172.1100000,2501720
SBER,60,20170208,130000,172.2100000,956240
SBER,60,20170208,140000,171.8000000,1964800
SBER,60,20170208,150000,171.1600000,5884130
SBER,60,20170208,160000,171.0800000,3069480
SBER,60,20170208,170000,171.4100000,4197630
SBER,60,20170208,180000,171.2000000,6471640
SBER,60,20170209,100000,171.8000000,3708290
SBER,60,20170209,110000,170.6400000,7822460
SBER,60,20170209,120000,169.5500000,12531920
SBER,60,20170209,130000,168.8800000,3926980
SBER,60,20170209,140000,168.7900000,4504320
SBER,60,20170209,150000,168.1200000,2730300
SBER,60,20170209,160000,168.4400000,3989330
SBER,60,20170209,170000,168.4800000,3951010
SBER,60,20170209,180000,168.8000000,5550560
SBER,60,20170210,100000,169.9400000,7019970
SBER,60,20170210,110000,167.1200000,10470960
SBER,60,20170210,120000,166.3200000,11426000
SBER,60,20170210,130000,166.2300000,5910800
SBER,60,20170210,140000,166.0500000,2670610
SBER,60,20170210,150000,165.8100000,5283860
SBER,60,20170210,160000,165.5000000,5127760
SBER,60,20170210,170000,166.0000000,6272700
SBER,60,20170210,180000,165.5000000,5102970
SBER,60,20170213,100000,166.8400000,8017860
SBER,60,20170213,110000,165.2600000,10763770
SBER,60,20170213,120000,164.1600000,5926170
SBER,60,20170213,130000,164.2400000,3568830
SBER,60,20170213,140000,164.3400000,3004240
SBER,60,20170213,150000,164.7500000,3486240
SBER,60,20170213,160000,164.4800000,5263980
SBER,60,20170213,170000,164.3200000,6608750
SBER,60,20170213,180000,164.7000000,6348720
SBER,60,20170214,100000,164.5800000,3305950
SBER,60,20170214,110000,162.6700000,12499040
SBER,60,20170214,120000,162.8800000,5452630
SBER,60,20170214,130000,163.1000000,5503320
SBER,60,20170214,140000,162.7600000,4023450
SBER,60,20170214,150000,162.3700000,4207910
SBER,60,20170214,160000,162.8700000,5315810
SBER,60,20170214,170000,162.9300000,7339240
SBER,60,20170214,180000,162.7000000,6804880
SBER,60,20170215,100000,160.7600000,9568690
SBER,60,20170215,110000,164.5300000,19245370
SBER,60,20170215,120000,165.3400000,17520830
SBER,60,20170215,130000,164.4900000,6089680
SBER,60,20170215,140000,164.7700000,3687320
SBER,60,20170215,150000,164.9500000,2991620
SBER,60,20170215,160000,164.5000000,2843500
SBER,60,20170215,170000,164.3000000,2139510
SBER,60,20170215,180000,163.5000000,4703770
SBER,60,20170216,100000,164.9400000,6645030
SBER,60,20170216,110000,163.2500000,5474620
SBER,60,20170216,120000,163.1000000,4962510
SBER,60,20170216,130000,163.8000000,3623510
SBER,60,20170216,140000,164.1500000,4017790
SBER,60,20170216,150000,164.9000000,1932890
SBER,60,20170216,160000,166.2900000,9498830
SBER,60,20170216,170000,165.6700000,3158440
SBER,60,20170216,180000,166.4900000,4995350
SBER,60,20170217,100000,165.5700000,4682350
SBER,60,20170217,110000,165.7300000,6521960
SBER,60,20170217,120000,165.1500000,5428300
SBER,60,20170217,130000,165.6700000,3979130
SBER,60,20170217,140000,165.5300000,2337200
SBER,60,20170217,150000,165.4100000,1154110
SBER,60,20170217,160000,165.5400000,1399120
SBER,60,20170217,170000,165.2000000,2566550
SBER,60,20170217,180000,165.4900000,4484910
SBER,60,20170220,100000,165.6000000,4661290
SBER,60,20170220,110000,164.0200000,6673340
SBER,60,20170220,120000,164.5400000,1263110
SBER,60,20170220,130000,165.1200000,1332490
SBER,60,20170220,140000,166.1800000,2414360
SBER,60,20170220,150000,165.6600000,2704260
SBER,60,20170220,160000,165.5000000,3687830
SBER,60,20170220,170000,164.7400000,1423950
SBER,60,20170220,180000,165.4400000,2793010
SBER,60,20170221,100000,165.4000000,2852630
SBER,60,20170221,110000,166.1000000,4508470
SBER,60,20170221,120000,167.3000000,7908690
SBER,60,20170221,130000,167.9600000,6847090
SBER,60,20170221,140000,167.7300000,3965360
SBER,60,20170221,150000,167.8400000,2021890
SBER,60,20170221,160000,167.6800000,3166690
SBER,60,20170221,170000,167.4700000,2359320
SBER,60,20170221,180000,167.0000000,5996810
SBER,60,20170222,100000,167.3900000,3640800
SBER,60,20170222,110000,167.6700000,6368420
SBER,60,20170222,120000,167.5300000,4951860
SBER,60,20170222,130000,167.1800000,2331680
SBER,60,20170222,140000,167.1100000,2691470
SBER,60,20170222,150000,166.0500000,5785510
SBER,60,20170222,160000,164.8600000,4521740
SBER,60,20170222,170000,164.6700000,4547740
SBER,60,20170222,180000,165.9000000,5794590
SBER,60,20170224,100000,167.0000000,4917090
SBER,60,20170224,110000,167.1700000,6036780
SBER,60,20170224,120000,166.1600000,4092600
SBER,60,20170224,130000,166.4800000,2395020
SBER,60,20170224,140000,165.3000000,2997340
SBER,60,20170224,150000,165.2500000,1946990
SBER,60,20170224,160000,165.6600000,1916070
SBER,60,20170224,170000,165.4900000,2735510
SBER,60,20170224,180000,165.5100000,2549770
SBER,60,20170227,100000,166.0900000,3305300
SBER,60,20170227,110000,163.0400000,11516570
SBER,60,20170227,120000,163.1000000,5343350
SBER,60,20170227,130000,162.6600000,2294930
SBER,60,20170227,140000,163.0300000,1751390
SBER,60,20170227,150000,162.7800000,2005810
SBER,60,20170227,160000,161.8400000,4360670
SBER,60,20170227,170000,161.3500000,4417290
SBER,60,20170227,180000,160.9500000,6933960
SBER,60,20170228,100000,158.7500000,10474920
SBER,60,20170228,110000,159.0000000,18305680
SBER,60,20170228,120000,158.2700000,3830410
SBER,60,20170228,130000,157.1500000,5531710
SBER,60,20170228,140000,157.6800000,6085750
SBER,60,20170228,150000,157.2400000,2894840
SBER,60,20170228,160000,157.2500000,5538180
SBER,60,20170228,170000,155.9600000,8772390
SBER,60,20170228,180000,156.0000000,6457260
SBER,60,20170301,100000,158.8600000,9518990
SBER,60,20170301,110000,159.7600000,15954350
SBER,60,20170301,120000,160.2100000,6687770
SBER,60,20170301,130000,159.9400000,2528550
SBER,60,20170301,140000,160.1200000,4680030
SBER,60,20170301,150000,160.3700000,4300540
SBER,60,20170301,160000,160.5700000,5940650
SBER,60,20170301,170000,160.4000000,4880150
SBER,60,20170301,180000,160.0000000,7745690
SBER,60,20170302,100000,161.9500000,8782920
SBER,60,20170302,110000,162.7000000,11357200
SBER,60,20170302,120000,162.1000000,4286590
SBER,60,20170302,130000,160.7600000,7483930
SBER,60,20170302,140000,161.6500000,5927110
SBER,60,20170302,150000,161.4500000,3794410
SBER,60,20170302,160000,164.0500000,7888970
SBER,60,20170302,170000,163.4200000,7434440
SBER,60,20170302,180000,163.4000000,8054830
SBER,60,20170303,100000,162.3100000,8774170
SBER,60,20170303,110000,163.7900000,9421330
SBER,60,20170303,120000,163.2700000,3120430
SBER,60,20170303,130000,163.2600000,3083200
SBER,60,20170303,140000,163.8900000,2509790
SBER,60,20170303,150000,163.7500000,3113890
SBER,60,20170303,160000,163.7400000,2392360
SBER,60,20170303,170000,163.8400000,2108620
SBER,60,20170303,180000,164.4000000,3669170
SBER,60,20170306,100000,164.3700000,6386750
SBER,60,20170306,110000,164.8600000,4994630
SBER,60,20170306,120000,165.7900000,4635280
SBER,60,20170306,130000,165.4000000,2745570
SBER,60,20170306,140000,165.2500000,1226650
SBER,60,20170306,150000,163.9500000,3765680
SBER,60,20170306,160000,163.6100000,4144450
SBER,60,20170306,170000,163.4000000,2596650
SBER,60,20170306,180000,162.0000000,6290740
SBER,60,20170307,100000,161.6500000,4650490
SBER,60,20170307,110000,161.6300000,6698990
SBER,60,20170307,120000,160.2400000,5455830
SBER,60,20170307,130000,159.2800000,5213860
SBER,60,20170307,140000,159.8100000,5090480
SBER,60,20170307,150000,159.4900000,2503540
SBER,60,20170307,160000,160.3600000,4709930
SBER,60,20170307,170000,160.4900000,3207810
SBER,60,20170307,180000,160.9800000,7296900
SBER,60,20170309,100000,160.3900000,10543960
SBER,60,20170309,110000,159.2900000,8306500
SBER,60,20170309,120000,158.6300000,6779420
SBER,60,20170309,130000,157.3700000,6083420
SBER,60,20170309,140000,157.3000000,5386300
SBER,60,20170309,150000,155.9600000,7641850
SBER,60,20170309,160000,156.0600000,6317810
SBER,60,20170309,170000,157.0000000,6872460
SBER,60,20170309,180000,156.2000000,5692370
SBER,60,20170310,100000,156.9800000,9317090
SBER,60,20170310,110000,158.3700000,10980150
SBER,60,20170310,120000,157.9300000,7092380
SBER,60,20170310,130000,157.6500000,5157970
SBER,60,20170310,140000,157.4700000,1471890
SBER,60,20170310,150000,158.1500000,2815140
SBER,60,20170310,160000,158.7100000,5992530
SBER,60,20170310,170000,157.6100000,5045280
SBER,60,20170310,180000,157.5000000,3358840
SBER,60,20170313,100000,156.9500000,5299520
SBER,60,20170313,110000,159.2500000,7351530
SBER,60,20170313,120000,158.8900000,3874950
SBER,60,20170313,130000,158.8700000,2637060
SBER,60,20170313,140000,158.9800000,2040260
SBER,60,20170313,150000,159.4500000,2610590
SBER,60,20170313,160000,158.7900000,4189400
SBER,60,20170313,170000,159.0000000,1471200
SBER,60,20170313,180000,158.9200000,4582420
SBER,60,20170314,100000,160.2800000,9422030
SBER,60,20170314,110000,160.4600000,8947230
SBER,60,20170314,120000,160.1700000,2861400
SBER,60,20170314,130000,160.0900000,2437990
SBER,60,20170314,140000,160.1000000,6324380
SBER,60,20170314,150000,158.7700000,8617820
SBER,60,20170314,160000,159.5000000,4045450
SBER,60,20170314,170000,157.7900000,6729340
SBER,60,20170314,180000,157.4200000,9794390
SBER,60,20170315,100000,158.9000000,5555420
SBER,60,20170315,110000,158.1700000,8142130
SBER,60,20170315,120000,157.6000000,5872600
SBER,60,20170315,130000,157.0900000,4663890
SBER,60,20170315,140000,157.2400000,3206180
SBER,60,20170315,150000,157.1700000,3999620
SBER,60,20170315,160000,156.4900000,5499910
SBER,60,20170315,170000,156.8300000,5175500
SBER,60,20170315,180000,156.2000000,6663900
SBER,60,20170316,100000,159.3000000,16206390
SBER,60,20170316,110000,158.9900000,11000950
SBER,60,20170316,120000,159.2800000,3696330
SBER,60,20170316,130000,158.9900000,2687890
SBER,60,20170316,140000,158.6200000,3653110
SBER,60,20170316,150000,158.5000000,17194350
SBER,60,20170316,160000,158.9800000,2985390
SBER,60,20170316,170000,158.3700000,5562060
SBER,60,20170316,180000,158.3500000,5223490
SBER,60,20170317,100000,158.7600000,4768550
SBER,60,20170317,110000,158.5700000,3137270
SBER,60,20170317,120000,161.9000000,15632020
SBER,60,20170317,130000,161.6300000,5507040
SBER,60,20170317,140000,162.3700000,6985500
SBER,60,20170317,150000,162.1900000,3853230
SBER,60,20170317,160000,161.3100000,3821740
SBER,60,20170317,170000,161.1400000,4585110
SBER,60,20170317,180000,161.1500000,17152150
SBER,60,20170320,100000,162.6300000,8943540
SBER,60,20170320,110000,163.0900000,10577550
SBER,60,20170320,120000,162.6500000,4188820
SBER,60,20170320,130000,162.0500000,3136140
SBER,60,20170320,140000,162.7000000,1220160
SBER,60,20170320,150000,162.4000000,1826680
SBER,60,20170320,160000,163.3300000,4947090
SBER,60,20170320,170000,163.2800000,3151890
SBER,60,20170320,180000,163.8000000,3471000
SBER,60,20170321,100000,164.7100000,4398090
SBER,60,20170321,110000,164.8600000,7046230
SBER,60,20170321,120000,163.6200000,5211380
SBER,60,20170321,130000,164.3000000,2153570
SBER,60,20170321,140000,164.7400000,4029130
SBER,60,20170321,150000,164.2600000,2540550
SBER,60,20170321,160000,165.0000000,2845360
SBER,60,20170321,170000,163.2700000,4195240
SBER,60,20170321,180000,162.9800000,7312340
SBER,60,20170322,100000,160.3700000,8062500
SBER,60,20170322,110000,159.9600000,5743860
SBER,60,20170322,120000,160.5900000,3788480
SBER,60,20170322,130000,160.2500000,1486320
SBER,60,20170322,140000,160.7000000,1986770
SBER,60,20170322,150000,160.9300000,1411290
SBER,60,20170322,160000,161.3600000,5783630
SBER,60,20170322,170000,161.9900000,4714060
SBER,60,20170322,180000,162.9200000,7680800
SBER,60,20170323,100000,163.5500000,5671130
SBER,60,20170323,110000,163.2600000,4495700
SBER,60,20170323,120000,164.6200000,3508570
SBER,60,20170323,130000,164.2600000,3158050
SBER,60,20170323,140000,163.1700000,5448610
SBER,60,20170323,150000,162.5100000,3034570
SBER,60,20170323,160000,162.7800000,2996490
SBER,60,20170323,170000,163.5700000,4881640
SBER,60,20170323,180000,164.1500000,5448220
SBER,60,20170324,100000,163.9200000,2619790
SBER,60,20170324,110000,164.1600000,5523870
SBER,60,20170324,120000,164.9900000,4221330
SBER,60,20170324,130000,164.8300000,5240310
SBER,60,20170324,140000,164.7500000,2121990
SBER,60,20170324,150000,165.1000000,2288700
SBER,60,20170324,160000,164.5900000,5790180
SBER,60,20170324,170000,164.8100000,2186870
SBER,60,20170324,180000,164.5200000,3000320
SBER,60,20170327,100000,162.4000000,10449040
SBER,60,20170327,110000,162.5900000,3929770
SBER,60,20170327,120000,161.6000000,4156080
SBER,60,20170327,130000,161.6100000,1603390
SBER,60,20170327,140000,161.6600000,1397410
SBER,60,20170327,150000,161.7800000,964890
SBER,60,20170327,160000,161.9500000,2520930
SBER,60,20170327,170000,162.4500000,4895740
SBER,60,20170327,180000,162.6900000,5312080
SBER,60,20170328,100000,162.5600000,5802600
SBER,60,20170328,110000,162.9900000,4358120
SBER,60,20170328,120000,163.0000000,2525560
SBER,60,20170328,130000,162.8400000,1132560
SBER,60,20170328,140000,163.2100000,2318160
SBER,60,20170328,150000,162.9200000,4315610
SBER,60,20170328,160000,162.6300000,3793130
SBER,60,20170328,170000,163.0100000,2572260
SBER,60,20170328,180000,163.6600000,3621500
SBER,60,20170329,100000,164.6000000,4677010
SBER,60,20170329,110000,163.8700000,3174980
SBER,60,20170329,120000,163.3400000,2801080
SBER,60,20170329,130000,163.4000000,1659690
SBER,60,20170329,140000,163.1100000,1588260
SBER,60,20170329,150000,163.3400000,2091660
SBER,60,20170329,160000,162.8500000,3634860
SBER,60,20170329,170000,163.0500000,3314340
SBER,60,20170329,180000,163.2200000,3192960
SBER,60,20170330,100000,162.4500000,4426400
SBER,60,20170330,110000,162.9000000,4574200
SBER,60,20170330,120000,162.8000000,1027790
SBER,60,20170330,130000,162.6900000,1260720
SBER,60,20170330,140000,162.8000000,1513900
SBER,60,20170330,150000,163.4800000,2895400
SBER,60,20170330,160000,163.3400000,4075920
SBER,60,20170330,170000,163.4000000,2419810
SBER,60,20170330,180000,163.5000000,2190850
SBER,60,20170331,100000,161.9400000,6018140
SBER,60,20170331,110000,161.7500000,2590680
SBER,60,20170331,120000,161.9300000,2612340
SBER,60,20170331,130000,161.3400000,2164080
SBER,60,20170331,140000,161.0100000,3083020
SBER,60,20170331,150000,160.5900000,1975400
SBER,60,20170331,160000,160.3600000,3438570
SBER,60,20170331,170000,159.6700000,5401090
SBER,60,20170331,180000,159.8000000,4317720
SBER,60,20170403,100000,160.9000000,5457560
SBER,60,20170403,110000,161.8000000,4562040
SBER,60,20170403,120000,162.4400000,3357010
SBER,60,20170403,130000,162.7000000,3246250
SBER,60,20170403,140000,162.4900000,2087340
SBER,60,20170403,150000,161.9900000,3195550
SBER,60,20170403,160000,161.1200000,5837160
SBER,60,20170403,170000,161.3600000,2610720
SBER,60,20170403,180000,161.8000000,2282500
SBER,60,20170404,100000,161.1800000,3714580
SBER,60,20170404,110000,161.7000000,2518240
SBER,60,20170404,120000,161.9400000,1560850
SBER,60,20170404,130000,162.3700000,2489340
SBER,60,20170404,140000,162.6500000,2443600
SBER,60,20170404,150000,162.1000000,1675400
SBER,60,20170404,160000,162.6400000,1197020
SBER,60,20170404,170000,163.2500000,3558820
SBER,60,20170404,180000,163.5000000,4160960
SBER,60,20170405,100000,164.4900000,8141340
SBER,60,20170405,110000,165.6700000,6496670
SBER,60,20170405,120000,167.0800000,10248090
SBER,60,20170405,130000,167.3000000,6779030
SBER,60,20170405,140000,167.5100000,5765300
SBER,60,20170405,150000,167.9900000,5496560
SBER,60,20170405,160000,167.9300000,4850780
SBER,60,20170405,170000,167.8600000,5503510
SBER,60,20170405,180000,168.1000000,4411030
SBER,60,20170406,100000,167.2900000,5321800
SBER,60,20170406,110000,167.8900000,3676820
SBER,60,20170406,120000,167.7300000,2620220
SBER,60,20170406,130000,167.3000000,1438400
SBER,60,20170406,140000,166.7400000,2277900
SBER,60,20170406,150000,167.9400000,3971420
SBER,60,20170406,160000,167.6900000,1602930
SBER,60,20170406,170000,167.8300000,952850
SBER,60,20170406,180000,167.4900000,2513480
SBER,60,20170407,100000,164.7300000,14685820
SBER,60,20170407,110000,163.4700000,9796530
SBER,60,20170407,120000,162.8400000,4704080
SBER,60,20170407,130000,162.6800000,4387380
SBER,60,20170407,140000,162.0200000,6712700
SBER,60,20170407,150000,162.1400000,3636600
SBER,60,20170407,160000,161.0800000,8215220
SBER,60,20170407,170000,161.3000000,4549870
SBER,60,20170407,180000,161.4900000,2962040
SBER,60,20170410,100000,157.5900000,18067600
SBER,60,20170410,110000,156.0800000,10866650
SBER,60,20170410,120000,156.1000000,5443610
SBER,60,20170410,130000,155.6600000,12845010
SBER,60,20170410,140000,156.1700000,4285090
SBER,60,20170410,150000,155.8700000,2907270
SBER,60,20170410,160000,155.9800000,9433120
SBER,60,20170410,170000,155.9200000,4398050
SBER,60,20170410,180000,155.2000000,5433540
SBER,60,20170411,100000,157.4100000,11114560
SBER,60,20170411,110000,157.7600000,7980380
SBER,60,20170411,120000,157.8800000,5647740
SBER,60,20170411,130000,158.3400000,4365900
SBER,60,20170411,140000,158.3400000,2949450
SBER,60,20170411,150000,156.8500000,5704310
SBER,60,20170411,160000,156.2300000,6887050
SBER,60,20170411,170000,156.0200000,3313170
SBER,60,20170411,180000,156.0000000,5310810
SBER,60,20170412,100000,156.8100000,6908430
SBER,60,20170412,110000,155.8500000,3710830
SBER,60,20170412,120000,155.6100000,2060820
SBER,60,20170412,130000,155.1800000,3610860
SBER,60,20170412,140000,152.8100000,11028000
SBER,60,20170412,150000,152.8500000,2599270
SBER,60,20170412,160000,151.7800000,5227020
SBER,60,20170412,170000,151.4500000,7534220
SBER,60,20170412,180000,150.2800000,10565090
SBER,60,20170413,100000,152.2300000,16215450
SBER,60,20170413,110000,150.5900000,15505010
SBER,60,20170413,120000,152.2000000,10655870
SBER,60,20170413,130000,151.7900000,6730310
SBER,60,20170413,140000,152.2300000,3593580
SBER,60,20170413,150000,151.3400000,2573530
SBER,60,20170413,160000,151.2700000,4859580
SBER,60,20170413,170000,150.9100000,4491690
SBER,60,20170413,180000,152.0000000,5305570
SBER,60,20170414,100000,151.2100000,3208030
SBER,60,20170414,110000,151.6800000,1651420
SBER,60,20170414,120000,151.9100000,1488680
SBER,60,20170414,130000,151.9200000,1277100
SBER,60,20170414,140000,151.9300000,935010
SBER,60,20170414,150000,151.2300000,1556340
SBER,60,20170414,160000,149.7000000,9286990
SBER,60,20170414,170000,149.0000000,3063940
SBER,60,20170414,180000,149.2400000,2373120
SBER,60,20170417,100000,149.8100000,6020230
SBER,60,20170417,110000,148.0900000,7594790
SBER,60,20170417,120000,149.1800000,3986580
SBER,60,20170417,130000,149.8100000,2752110
SBER,60,20170417,140000,151.5700000,7791450
SBER,60,20170417,150000,152.8400000,5616640
